MONTH,DAY_OF_WEEK,DEP_DEL15,DISTANCE_GROUP,DEP_TIME_BLK,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
12,3,1,3,1300-1359,7,11,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,9,McCarran International,36.08,-115.15,Logan International,0.0,0.0,0.0,32.0,9.2
2,3,0,4,1500-1559,2,18,90,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,San Francisco International,0.0,0.0,0.0,45.0,11.5
11,2,0,8,0800-0859,4,6,190,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,5,Dallas/Fort Worth International,32.9,-97.04,John F. Kennedy International,0.3,0.0,0.0,50.0,5.9
4,3,0,8,1900-1959,1,5,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,19,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,66.0,7.8
8,6,0,7,0800-0859,3,9,165,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,19,Chicago O'Hare International,41.98,-87.9,Logan International,0.0,0.0,0.0,71.0,8.6
10,5,0,5,1800-1859,1,10,165,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,10,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,51.0,3.0
8,3,0,9,0900-0959,2,6,190,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,12,Hartsfield-Jackson Atlanta International,33.64,-84.43,Chicago O'Hare International,0.0,0.0,0.0,84.0,8.4
2,7,0,1,2200-2259,1,10,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,9,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,21.0,9.8
11,2,1,6,1300-1359,1,9,70,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,7,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,2.5,18.0,9.7
12,6,1,1,1300-1359,2,7,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,3,Miami International,25.79,-80.29,Phoenix Sky Harbor International,0.0,0.0,0.0,41.0,6.1
8,7,1,10,1400-1459,2,6,180,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,13,John F. Kennedy International,40.64,-73.78,Phoenix Sky Harbor International,0.0,0.0,0.0,78.0,14.1
5,7,0,11,0800-0859,2,3,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,8,Miami International,25.79,-80.29,John F. Kennedy International,0.87,0.0,0.0,67.0,12.4
8,1,1,1,1800-1859,1,10,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,10,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,85.0,10.9
9,4,0,2,1200-1259,8,9,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,26,Miami International,25.79,-80.29,Seattle/Tacoma International,0.0,0.0,0.0,70.0,3.8
1,1,1,10,1900-1959,2,11,70,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,6,Hartsfield-Jackson Atlanta International,33.64,-84.43,Phoenix Sky Harbor International,0.0,1.5,3.1,32.0,8.5
10,6,0,10,2100-2159,3,20,175,United Air Lines Inc.,22000,70000,3277,3100000,8500000,0.00017,0.00036,4,Los Angeles International,33.94,-118.41,Miami International,0.0,0.0,0.0,73.0,8.9
7,5,1,8,2100-2159,1,12,130,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,9,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,69.0,12.7
11,7,0,5,1800-1859,1,10,155,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,6,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,46.0,4.4
1,4,1,6,1700-1759,1,6,170,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,8,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,11.0,8.9
1,2,0,8,1600-1659,2,6,143,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,12,Dallas/Fort Worth International,32.9,-97.04,Phoenix Sky Harbor International,0.0,0.0,0.0,29.0,8.5
2,6,1,5,0600-0659,5,5,130,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,9,Logan International,42.36,-71.01,Hartsfield-Jackson Atlanta International,0.04,0.0,0.0,36.0,14.2
6,3,0,9,1700-1759,1,5,190,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,10,Denver International,39.86,-104.67,NONE,0.08,0.0,0.0,56.0,4.1
12,6,1,7,1100-1159,2,9,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,14,John F. Kennedy International,40.64,-73.78,McCarran International,0.0,0.9,1.4,26.0,5.0
8,3,0,5,0800-0859,1,8,185,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,5,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,56.0,11.3
3,5,0,7,1600-1659,2,23,165,Alaska Airlines Inc.,27000,25000,1436,2800000,2600000,0.00021,0.00033,11,Dallas/Fort Worth International,32.9,-97.04,Chicago O'Hare International,0.0,0.0,0.0,57.0,6.3
12,4,0,10,2000-2059,3,17,143,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,11,Dallas/Fort Worth International,32.9,-97.04,Dallas/Fort Worth International,0.0,0.0,0.0,46.0,7.8
11,7,0,11,1800-1859,2,11,150,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,5,San Francisco International,37.62,-122.38,McCarran International,0.0,0.0,0.0,42.0,8.2
11,7,0,7,0600-0659,4,5,195,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,6,Miami International,25.79,-80.29,John F. Kennedy International,0.0,2.9,4.4,31.0,10.1
4,3,1,5,1000-1059,2,4,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,15,John F. Kennedy International,40.64,-73.78,Miami International,0.06,0.0,0.0,43.0,6.3
7,4,0,11,1600-1659,1,15,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,6,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,72.0,5.3
5,3,0,8,0700-0759,2,14,180,JetBlue Airways,27000,30000,1723,2800000,3500000,0.00019,0.00028,14,Dallas/Fort Worth International,32.9,-97.04,John F. Kennedy International,0.0,0.0,0.0,67.0,9.6
2,6,0,7,0700-0759,6,8,180,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,8,McCarran International,36.08,-115.15,John F. Kennedy International,0.0,0.0,0.0,31.0,11.3
3,3,0,10,0800-0859,2,7,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,10,Dallas/Fort Worth International,32.9,-97.04,Los Angeles International,0.02,0.0,0.0,51.0,6.3
8,3,0,9,1000-1059,2,6,180,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,2,San Francisco International,37.62,-122.38,McCarran International,0.0,0.0,0.0,80.0,16.0
2,4,0,8,1000-1059,3,11,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,14,McCarran International,36.08,-115.15,John F. Kennedy International,0.14,0.0,0.0,43.0,6.7
12,1,1,1,1700-1759,1,10,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,8,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,28.0,9.0
12,4,0,5,2000-2059,4,15,190,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,12,Seattle/Tacoma International,47.45,-122.31,Los Angeles International,0.03,0.0,0.0,4.0,7.4
7,5,0,7,1400-1459,2,14,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,11,Miami International,25.79,-80.29,McCarran International,0.0,0.0,0.0,78.0,6.8
5,3,1,11,1800-1859,3,13,130,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,10,John F. Kennedy International,40.64,-73.78,Miami International,0.0,0.0,0.0,48.0,2.3
5,1,0,8,1100-1159,5,14,160,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,3,Los Angeles International,33.94,-118.41,Logan International,0.0,0.0,0.0,64.0,9.5
1,2,1,11,1100-1159,2,4,150,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,15,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.25,0.0,0.0,37.0,11.4
7,7,0,6,0900-0959,8,7,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,8,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,88.0,6.2
5,2,0,2,1000-1059,1,7,50,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,10,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,68.0,4.9
7,1,0,7,2000-2059,2,26,185,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,12,Hartsfield-Jackson Atlanta International,33.64,-84.43,Miami International,0.0,0.0,0.0,83.0,12.6
9,4,0,4,1400-1459,1,7,90,SkyWest Airlines Inc.,13000,60000,1660,1500000,2800000,0.0003,0.00025,5,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,57.0,7.4
6,7,1,1,1400-1459,3,11,90,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,18,Seattle/Tacoma International,47.45,-122.31,John F. Kennedy International,0.0,0.0,0.0,75.0,11.7
9,7,0,6,1600-1659,4,17,143,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,5,Denver International,39.86,-104.67,Dallas/Fort Worth International,0.0,0.0,0.0,56.0,5.4
9,4,0,8,0600-0659,1,7,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,10,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,47.0,12.0
3,6,0,5,0900-0959,2,8,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,14,John F. Kennedy International,40.64,-73.78,McCarran International,0.0,0.0,0.0,35.0,9.9
1,6,1,6,1400-1459,1,16,170,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,20,Chicago O'Hare International,41.98,-87.9,NONE,0.14,2.2,3.8,15.0,6.8
8,7,1,6,1600-1659,8,23,123,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,21,Dallas/Fort Worth International,32.9,-97.04,Seattle/Tacoma International,0.0,0.0,0.0,82.0,14.1
9,5,0,7,1600-1659,1,17,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,19,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,75.0,4.2
2,3,0,1,0900-0959,1,9,180,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,7,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,22.0,4.9
11,4,1,2,1100-1159,1,5,135,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,5,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,64.0,9.3
12,4,0,6,0600-0659,2,4,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,8,McCarran International,36.08,-115.15,Logan International,0.14,0.0,0.0,41.0,11.0
4,5,1,9,0800-0859,1,6,195,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,16,Chicago O'Hare International,41.98,-87.9,NONE,0.3,0.0,0.0,47.0,11.0
4,4,0,2,1700-1759,1,16,195,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,7,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,37.0,4.1
8,6,1,9,2000-2059,3,24,175,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,8,Dallas/Fort Worth International,32.9,-97.04,McCarran International,0.37,0.0,0.0,82.0,7.0
10,7,0,2,0900-0959,1,6,160,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,15,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,55.0,6.2
5,2,1,11,0800-0859,1,7,140,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,28,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,80.0,1.9
8,3,0,8,1200-1259,2,4,170,American Airlines Inc.,17000,90000,3255,2100000,10500000,0.00016,0.00035,9,San Francisco International,37.62,-122.38,San Francisco International,0.55,0.0,0.0,80.0,9.1
7,7,0,1,1700-1759,3,8,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,13,McCarran International,36.08,-115.15,Phoenix Sky Harbor International,0.0,0.0,0.0,88.0,3.5
5,5,0,4,0900-0959,1,10,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,16,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,74.0,6.8
1,6,1,8,1900-1959,1,6,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,9,McCarran International,36.08,-115.15,NONE,0.34,0.0,0.0,29.0,6.9
2,1,0,2,0700-0759,1,3,160,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,9,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,37.0,7.4
7,7,0,11,1400-1459,1,12,180,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,8,John F. Kennedy International,40.64,-73.78,NONE,0.44,0.0,0.0,67.0,10.0
11,2,1,5,1400-1459,1,19,180,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,15,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,48.0,1.0
1,3,0,8,1700-1759,2,17,165,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,3,Denver International,39.86,-104.67,Hartsfield-Jackson Atlanta International,0.0,1.4,2.2,29.0,9.4
5,3,0,2,1300-1359,1,8,190,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,6,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,63.0,12.0
7,7,1,10,1700-1759,3,19,123,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,12,Dallas/Fort Worth International,32.9,-97.04,Seattle/Tacoma International,0.0,0.0,0.0,90.0,9.0
3,7,0,7,0900-0959,3,15,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,14,Phoenix Sky Harbor International,33.43,-112.01,Denver International,0.0,0.0,0.0,52.0,7.0
4,7,0,5,1500-1559,1,10,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,9,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,66.0,7.8
5,4,0,4,1300-1359,1,8,155,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,10,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,73.0,3.8
5,3,0,11,0900-0959,5,5,175,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,10,San Francisco International,37.62,-122.38,John F. Kennedy International,0.0,0.0,0.0,84.0,4.2
1,1,1,5,1100-1159,4,3,165,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,8,Seattle/Tacoma International,47.45,-122.31,Los Angeles International,0.0,0.0,0.5,7.0,8.1
7,2,0,2,1900-1959,3,14,160,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,9,Denver International,39.86,-104.67,Miami International,0.0,0.0,0.0,75.0,9.7
8,5,0,4,2000-2059,3,20,180,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,21,Phoenix Sky Harbor International,33.43,-112.01,Seattle/Tacoma International,0.0,0.0,0.0,68.0,3.4
1,4,0,3,0700-0759,7,8,163,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,8,Miami International,25.79,-80.29,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,36.0,9.8
7,5,0,11,1600-1659,1,14,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,22,San Francisco International,37.62,-122.38,NONE,0.62,0.0,0.0,75.0,12.7
3,4,0,8,1200-1259,1,11,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,12,Logan International,42.36,-71.01,NONE,0.0,5.6,10.8,27.0,8.0
10,7,0,8,1800-1859,1,12,150,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,14,Los Angeles International,33.94,-118.41,NONE,0.48,0.0,0.0,54.0,10.1
5,4,1,3,1800-1859,8,17,160,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,11,Chicago O'Hare International,41.98,-87.9,Dallas/Fort Worth International,0.0,0.0,0.0,59.0,11.8
5,7,0,7,1800-1859,2,15,130,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,16,Hartsfield-Jackson Atlanta International,33.64,-84.43,John F. Kennedy International,0.33,0.0,0.0,77.0,4.7
11,5,0,2,0800-0859,1,8,195,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,4,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,40.0,9.5
6,3,0,8,1400-1459,2,8,140,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,21,John F. Kennedy International,40.64,-73.78,Chicago O'Hare International,0.0,0.0,0.0,67.0,8.8
10,7,1,7,1000-1059,7,9,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,6,McCarran International,36.08,-115.15,Chicago O'Hare International,0.0,0.0,0.0,50.0,8.1
7,7,1,9,1500-1559,2,15,160,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,15,Hartsfield-Jackson Atlanta International,33.64,-84.43,Phoenix Sky Harbor International,0.0,0.0,0.0,80.0,6.6
8,6,0,6,1900-1959,1,10,165,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,14,San Francisco International,37.62,-122.38,NONE,0.24,0.0,0.0,83.0,6.5
10,3,1,11,1300-1359,3,12,100,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,14,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.13,0.0,0.0,52.0,10.0
1,5,0,7,1400-1459,1,16,100,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,4,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.13,0.0,0.0,35.0,8.7
11,3,0,2,1700-1759,4,12,180,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,26,Los Angeles International,33.94,-118.41,Los Angeles International,0.0,0.0,0.0,49.0,6.2
7,1,0,6,1000-1059,1,4,180,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,6,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,92.0,8.9
11,7,0,3,1000-1059,3,3,160,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,12,Logan International,42.36,-71.01,McCarran International,0.0,0.0,0.0,29.0,15.1
9,2,0,6,0700-0759,1,5,123,Southwest Airlines Co.,15000,110000,3511,1900000,12000000,0.00012,0.0003,14,Seattle/Tacoma International,47.45,-122.31,NONE,0.12,0.0,0.0,88.0,12.5
12,2,0,6,1800-1859,1,11,123,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,21,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,39.0,8.0
2,2,1,2,1000-1059,2,6,165,Alaska Airlines Inc.,27000,25000,1436,2800000,2600000,0.00021,0.00033,17,Dallas/Fort Worth International,32.9,-97.04,Phoenix Sky Harbor International,0.0,0.0,0.0,41.0,8.9
9,3,0,7,1300-1359,1,13,185,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,7,John F. Kennedy International,40.64,-73.78,NONE,0.12,0.0,0.0,54.0,9.6
10,3,0,4,0800-0859,2,13,175,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,5,Dallas/Fort Worth International,32.9,-97.04,McCarran International,0.0,0.0,0.0,45.0,9.2
7,4,0,2,0800-0859,6,7,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,21,Hartsfield-Jackson Atlanta International,33.64,-84.43,Hartsfield-Jackson Atlanta International,0.59,0.0,0.0,58.0,7.0
3,5,0,10,2200-2259,3,17,70,SkyWest Airlines Inc.,22000,60000,2809,3100000,2800000,0.0003,0.00025,9,Los Angeles International,33.94,-118.41,San Francisco International,0.0,0.0,0.0,36.0,10.9
8,3,0,6,1700-1759,2,8,150,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,9,Seattle/Tacoma International,47.45,-122.31,John F. Kennedy International,0.0,0.0,0.0,82.0,5.6
9,6,0,10,0800-0859,2,6,165,Alaska Airlines Inc.,27000,25000,1436,2800000,2600000,0.00021,0.00033,12,Dallas/Fort Worth International,32.9,-97.04,McCarran International,0.0,0.0,0.0,56.0,10.9
2,6,0,1,1000-1059,1,12,160,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,5,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,39.0,5.0
8,4,0,10,1300-1359,1,13,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,4,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,63.0,10.1
7,4,0,2,0600-0659,2,7,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,25,Logan International,42.36,-71.01,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,80.0,9.0
10,2,0,3,1300-1359,2,18,185,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,14,Hartsfield-Jackson Atlanta International,33.64,-84.43,Miami International,0.33,0.0,0.0,63.0,8.6
9,1,0,8,1900-1959,1,29,180,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,7,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,63.0,8.5
1,7,0,9,0900-0959,2,10,160,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,18,Denver International,39.86,-104.67,Logan International,0.0,0.0,0.0,24.0,4.8
1,6,0,2,0800-0859,4,6,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,14,Phoenix Sky Harbor International,33.43,-112.01,San Francisco International,0.02,0.0,0.0,23.0,9.2
6,5,1,5,1600-1659,6,17,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,8,Los Angeles International,33.94,-118.41,Dallas/Fort Worth International,0.48,0.0,0.0,96.0,7.9
10,7,0,8,1700-1759,2,9,150,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,8,John F. Kennedy International,40.64,-73.78,Miami International,0.0,0.0,0.0,53.0,9.6
5,1,0,7,1000-1059,1,8,180,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,8,Seattle/Tacoma International,47.45,-122.31,NONE,0.2,0.0,0.0,50.0,9.9
1,2,0,6,0800-0859,2,7,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,15,Phoenix Sky Harbor International,33.43,-112.01,San Francisco International,0.12,0.0,0.0,22.0,9.0
12,7,0,10,1800-1859,5,6,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,9,Phoenix Sky Harbor International,33.43,-112.01,John F. Kennedy International,0.0,0.0,0.0,40.0,11.0
10,4,0,2,2000-2059,2,13,130,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,17,Logan International,42.36,-71.01,Dallas/Fort Worth International,0.4,0.0,0.0,52.0,3.1
8,4,0,9,1900-1959,4,13,140,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,28,Logan International,42.36,-71.01,McCarran International,0.0,0.0,0.0,71.0,9.1
12,5,1,3,1300-1359,5,13,90,SkyWest Airlines Inc.,22000,60000,2809,3100000,2800000,0.0003,0.00025,13,Los Angeles International,33.94,-118.41,San Francisco International,0.0,0.0,0.0,40.0,5.1
5,5,0,8,1400-1459,1,15,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,4,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.17,0.0,0.0,74.0,11.2
7,5,1,8,1600-1659,6,6,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,9,John F. Kennedy International,40.64,-73.78,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,73.0,8.6
4,4,1,3,0900-0959,3,7,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,5,Logan International,42.36,-71.01,Seattle/Tacoma International,0.0,0.5,0.8,34.0,9.2
2,3,0,10,1900-1959,1,10,150,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,15,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.1,33.0,10.6
6,4,0,5,1000-1059,1,4,140,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,21,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,60.0,6.2
6,5,1,3,2000-2059,2,17,135,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,8,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.0,66.0,11.1
